¾®ºÅ	Éî¶È	TVD	GR	_RT	_SP	_AC
LT2	582.625	582.625	151.288	12.271	48.06	269.735
LT2	582.75	582.75	150.163	13.171	48.144	270.358
LT2	582.875	582.875	143.861	14.133	48.232	271.308
LT2	583	583	135.024	14.573	48.325	271.888
LT2	583.125	583.125	126.895	14.182	48.422	271.943
LT2	583.25	583.25	121.46	13.103	48.522	271.696
LT2	583.375	583.375	120.432	11.661	48.622	271.67
LT2	583.5	583.5	124.809	10.267	48.72	272.264
LT2	583.625	583.625	132.945	9.283	48.814	273.51
LT2	583.75	583.75	139.318	8.943	48.903	274.996
LT2	583.875	583.875	141.449	8.992	48.987	276.251
LT2	584	584	142.039	9.14	49.07	277.031
LT2	584.125	584.125	145.101	9.232	49.153	277.439
LT2	584.25	584.25	150.954	9.294	49.237	277.865
LT2	584.375	584.375	156.509	9.408	49.323	278.826
LT2	584.5	584.5	159.443	9.707	49.407	280.495
LT2	584.625	584.625	158.92	10.23	49.49	282.581
LT2	584.75	584.75	155.99	10.786	49.567	284.659
LT2	584.875	584.875	151.737	11.081	49.634	286.514
LT2	585	585	146.919	11.047	49.688	287.998
LT2	585.125	585.125	142.241	10.826	49.721	288.693
LT2	585.25	585.25	137.987	10.615	49.73	288.398
LT2	585.375	585.375	134.763	10.484	49.711	287.116
LT2	585.5	585.5	134.643	10.485	49.658	285.191
LT2	585.625	585.625	140.72	10.696	49.572	283.047
LT2	585.75	585.75	154.627	11.149	49.449	281.05
LT2	585.875	585.875	170.968	11.654	49.291	279.553
LT2	586	586	182.785	12.031	49.102	278.609
LT2	586.125	586.125	185.955	12.191	48.878	278.071
LT2	586.25	586.25	182.828	12.128	48.621	277.693
LT2	586.375	586.375	177.52	11.868	48.327	277.469
LT2	586.5	586.5	174.592	11.579	47.985	277.47
LT2	586.625	586.625	175.046	11.43	47.598	277.592
LT2	586.75	586.75	177.529	11.415	47.163	277.799
LT2	586.875	586.875	179.242	11.497	46.679	278.253
LT2	587	587	177.85	11.753	46.152	278.996
LT2	587.125	587.125	172.397	12.312	45.584	279.744
LT2	587.25	587.25	165.206	13.256	44.981	279.794
LT2	587.375	587.375	157.293	14.599	44.352	278.58
LT2	587.5	587.5	147.889	16.107	43.703	275.651
LT2	587.625	587.625	136.131	17.06	43.044	271.668
LT2	587.75	587.75	124.181	17.059	42.379	268.076
LT2	587.875	587.875	116.827	16.092	41.712	266.857
LT2	588	588	114.829	14.73	41.043	268.401
LT2	588.125	588.125	116.256	13.466	40.371	271.912
LT2	588.25	588.25	116.888	12.922	39.694	275.546
LT2	588.375	588.375	113.798	13.287	39.012	277.504
LT2	588.5	588.5	106.237	14.373	38.328	276.854
LT2	588.625	588.625	98.099	15.689	37.654	274.041
LT2	588.75	588.75	92.805	16.935	37.001	270.668
LT2	588.875	588.875	91.36	17.979	36.384	268.004
LT2	589	589	91.513	18.782	35.815	266.523
LT2	589.125	589.125	92.541	19.377	35.3	265.954
LT2	589.25	589.25	95.028	19.712	34.848	265.945
LT2	589.375	589.375	98.995	19.631	34.457	266.159
LT2	589.5	589.5	103.972	19.009	34.128	266.538
LT2	589.625	589.625	108.68	17.843	33.87	266.991
LT2	589.75	589.75	111.787	16.561	33.675	267.114
LT2	589.875	589.875	111.838	15.617	33.545	266.535
LT2	590	590	109.381	15.37	33.491	265.27
LT2	590.125	590.125	105.957	15.621	33.507	263.916
LT2	590.25	590.25	103.58	16.067	33.602	263.091
LT2	590.375	590.375	103.452	16.416	33.781	263.185
LT2	590.5	590.5	106.569	16.538	34.04	263.913
LT2	590.625	590.625	113.19	16.336	34.386	264.658
LT2	590.75	590.75	120.934	15.838	34.815	264.877
LT2	590.875	590.875	126.901	15.108	35.318	264.692
LT2	591	591	129.292	14.202	35.899	264.722
LT2	591.125	591.125	129.112	13.365	36.542	265.539
LT2	591.25	591.25	128.947	12.857	37.24	267.284
LT2	591.375	591.375	131.611	12.671	37.992	269.888
LT2	591.5	591.5	138.074	12.35	38.786	273.158
LT2	591.625	591.625	148.479	11.653	39.62	277.229
LT2	591.75	591.75	160.903	10.803	40.49	282.04
LT2	591.875	591.875	173.278	10.267	41.386	286.773
LT2	592	592	181.897	10.377	42.297	290.121
LT2	592.125	592.125	185.346	11.032	43.207	290.882
LT2	592.25	592.25	183.749	11.84	44.1	289.075
LT2	592.375	592.375	178.443	12.397	44.959	285.531
LT2	592.5	592.5	171.412	12.517	45.776	282.303
LT2	592.625	592.625	165.563	12.199	46.548	280.865
LT2	592.75	592.75	163.559	11.543	47.271	282.084
LT2	592.875	592.875	164.229	10.878	47.951	284.902
LT2	593	593	163.698	10.318	48.587	288.304
LT2	593.125	593.125	160.357	9.711	49.174	291.468
LT2	593.25	593.25	156.192	8.981	49.713	293.954
LT2	593.375	593.375	154.978	8.354	50.197	295.213
LT2	593.5	593.5	156.798	8.189	50.623	294.849
LT2	593.625	593.625	159.54	8.477	50.993	293.257
LT2	593.75	593.75	160.551	9.091	51.303	291.011
LT2	593.875	593.875	160.209	9.77	51.552	288.828
LT2	594	594	160.044	10.268	51.74	287.183
LT2	594.125	594.125	160.705	10.324	51.857	286.418
LT2	594.25	594.25	162.21	9.948	51.908	286.111
LT2	594.375	594.375	166.19	9.326	51.896	285.642
LT2	594.5	594.5	174.368	8.748	51.821	284.69
LT2	594.625	594.625	186.419	8.378	51.696	283.872
LT2	594.75	594.75	199.196	8.32	51.524	284.001
LT2	594.875	594.875	208.431	8.697	51.298	285.521
LT2	595	595	211.293	9.482	51.016	287.77
LT2	595.125	595.125	205.808	10.493	50.664	289.818
LT2	595.25	595.25	194.623	11.379	50.237	290.865
LT2	595.375	595.375	180.539	11.944	49.737	290.849
LT2	595.5	595.5	166.472	12.084	49.161	290.066
LT2	595.625	595.625	154.469	11.814	48.517	289.361
LT2	595.75	595.75	147.834	11.223	47.809	289.338
LT2	595.875	595.875	148.248	10.537	47.029	290.014
LT2	596	596	152.131	10.083	46.184	290.358
LT2	596.125	596.125	153.076	10.028	45.273	289.468
LT2	596.25	596.25	149.161	10.427	44.293	286.778
LT2	596.375	596.375	143.273	11.149	43.258	282.653
LT2	596.5	596.5	138.506	12.026	42.172	277.483
LT2	596.625	596.625	134.475	12.706	41.046	272.123
LT2	596.75	596.75	129.921	12.953	39.894	267.459
LT2	596.875	596.875	125.849	12.758	38.726	264.202
LT2	597	597	124.315	12.456	37.558	262.66
LT2	597.125	597.125	125.058	12.318	36.406	262.855
LT2	597.25	597.25	125.978	12.509	35.292	264.712
LT2	597.375	597.375	127.659	13.033	34.234	267.255
LT2	597.5	597.5	132.271	13.872	33.248	269.571
LT2	597.625	597.625	138.448	15.086	32.36	270.778
LT2	597.75	597.75	142.263	16.649	31.572	270.745
LT2	597.875	597.875	141.937	18.452	30.896	269.621
LT2	598	598	140.494	19.764	30.35	268.029
LT2	598.125	598.125	139.955	19.715	29.928	266.688
LT2	598.25	598.25	140.792	17.937	29.647	265.952
LT2	598.375	598.375	141.696	15.224	29.514	265.766
LT2	598.5	598.5	140.171	12.603	29.523	265.894
LT2	598.625	598.625	133.832	10.751	29.689	266.115
LT2	598.75	598.75	123.911	9.92	30.004	266.151
LT2	598.875	598.875	113.343	10.099	30.46	265.894
LT2	599	599	104.254	10.92	31.071	265.396
LT2	599.125	599.125	97.173	11.663	31.814	264.834
LT2	599.25	599.25	93.591	12.005	32.681	264.256
LT2	599.375	599.375	94.247	11.854	33.668	263.685
LT2	599.5	599.5	97.964	11.365	34.745	263.242
LT2	599.625	599.625	102.454	10.713	35.898	263.106
LT2	599.75	599.75	105.85	10.176	37.106	263.375
LT2	599.875	599.875	108.041	9.847	38.346	263.955
LT2	600	600	111.008	9.66	39.601	264.788
LT2	600.125	600.125	118.769	9.464	40.848	265.911
LT2	600.25	600.25	134.76	9.132	42.068	267.447
LT2	600.375	600.375	157.908	8.615	43.241	269.468
LT2	600.5	600.5	181.291	8.118	44.354	271.511
LT2	600.625	600.625	196.605	7.844	45.398	272.908
LT2	600.75	600.75	199.781	7.852	46.353	272.904
LT2	600.875	600.875	193.804	7.945	47.22	271.911
LT2	601	601	185.375	7.948	47.992	270.981
LT2	601.125	601.125	180.336	7.729	48.656	271.777
LT2	601.25	601.25	178.431	7.354	49.217	274.7
LT2	601.375	601.375	176.654	7.012	49.663	278.972
LT2	601.5	601.5	173.053	6.985	49.984	282.382
LT2	601.625	601.625	168.177	7.315	50.186	283.396
LT2	601.75	601.75	163.297	7.822	50.257	281.547
LT2	601.875	601.875	158.566	8.23	50.201	278.283
LT2	602	602	153.967	8.491	50.026	275.173
LT2	602.125	602.125	150.207	8.643	49.721	273.428
LT2	602.25	602.25	147.249	8.678	49.301	273.016
LT2	602.375	602.375	144.732	8.587	48.775	273.382
LT2	602.5	602.5	143.028	8.491	48.139	273.775
LT2	602.625	602.625	142.392	8.531	47.414	273.902
LT2	602.75	602.75	141.704	8.71	46.607	273.996
LT2	602.875	602.875	139.592	8.996	45.725	274.548
LT2	603	603	136.546	9.401	44.787	275.728
LT2	603.125	603.125	133.404	9.851	43.797	277.523
LT2	603.25	603.25	128.978	10.116	42.765	279.614
LT2	603.375	603.375	122.17	10.112	41.697	281.596
LT2	603.5	603.5	114.846	9.968	40.593	283.064
LT2	603.625	603.625	110.685	9.964	39.464	283.822
LT2	603.75	603.75	112.815	10.219	38.318	283.787
LT2	603.875	603.875	119.933	10.759	37.166	282.855
LT2	604	604	128.122	11.556	36.02	281.303
LT2	604.125	604.125	133.32	12.629	34.895	279.35
LT2	604.25	604.25	135.457	13.827	33.806	277.294
LT2	604.375	604.375	136.633	14.794	32.764	275.487
LT2	604.5	604.5	138.009	15.249	31.78	274.17
LT2	604.625	604.625	138.404	15.172	30.862	273.271
LT2	604.75	604.75	136.922	14.751	30.009	272.539
LT2	604.875	604.875	134.981	14.097	29.229	271.948
LT2	605	605	134.761	13.3	28.521	271.694
LT2	605.125	605.125	136.946	12.457	27.886	271.831
LT2	605.25	605.25	140.058	11.839	27.335	271.992
LT2	605.375	605.375	143.135	11.758	26.863	271.326
LT2	605.5	605.5	146.024	12.305	26.47	269.218
LT2	605.625	605.625	148.309	13.302	26.172	265.676
LT2	605.75	605.75	148.654	14.288	25.961	262.114
LT2	605.875	605.875	145.27	14.845	25.841	259.982
LT2	606	606	139.497	14.495	25.812	260.302
LT2	606.125	606.125	134.078	13.259	25.854	262.52
LT2	606.25	606.25	131.265	11.542	25.959	265.65
LT2	606.375	606.375	129.933	10.087	26.108	268.192
LT2	606.5	606.5	128.563	9.214	26.282	269.231
LT2	606.625	606.625	126.666	8.976	26.469	268.353
LT2	606.75	606.75	124.179	9.254	26.652	266.259
LT2	606.875	606.875	121.369	9.928	26.824	263.784
LT2	607	607	119.338	10.714	26.978	261.729
LT2	607.125	607.125	118.905	11.231	27.116	260.583
LT2	607.25	607.25	119.75	11.366	27.235	260.593
LT2	607.375	607.375	120.709	11.17	27.333	261.661
LT2	607.5	607.5	121.895	10.728	27.406	263.163
LT2	607.625	607.625	124.48	10.027	27.441	264.728
LT2	607.75	607.75	128.801	9.231	27.427	266.159
LT2	607.875	607.875	134.265	8.653	27.355	267.311
LT2	608	608	138.409	8.507	27.213	267.962
LT2	608.125	608.125	140.011	8.689	26.997	268.085
LT2	608.25	608.25	140.38	8.961	26.712	267.894
LT2	608.375	608.375	142.689	9.061	26.359	267.74
LT2	608.5	608.5	148.19	8.854	25.955	268.032
LT2	608.625	608.625	155.55	8.412	25.514	268.928
LT2	608.75	608.75	162.335	8.009	25.049	270.161
LT2	608.875	608.875	167.474	7.878	24.58	271.03
LT2	609	609	170.651	8.021	24.122	271.111
LT2	609.125	609.125	173.045	8.275	23.697	270.461
LT2	609.25	609.25	174.708	8.494	23.319	269.562
LT2	609.375	609.375	174.985	8.626	23.004	268.733
LT2	609.5	609.5	174.783	8.683	22.763	268.143
LT2	609.625	609.625	174.289	8.704	22.594	267.865
LT2	609.75	609.75	173.118	8.69	22.506	268.008
LT2	609.875	609.875	171.158	8.619	22.493	268.539
LT2	610	610	169.788	8.487	22.549	269.338
LT2	610.125	610.125	170.426	8.332	22.675	270.375
LT2	610.25	610.25	171.605	8.227	22.857	271.791
LT2	610.375	610.375	170.747	8.184	23.087	273.758
LT2	610.5	610.5	167.567	8.186	23.362	276.169
LT2	610.625	610.625	163.398	8.259	23.67	278.489
LT2	610.75	610.75	160.067	8.467	24.011	280.286
LT2	610.875	610.875	157.143	8.806	24.387	281.468
LT2	611	611	152.156	9.164	24.797	282.515
LT2	611.125	611.125	142.737	9.411	25.241	284.059
LT2	611.25	611.25	131.652	9.42	25.709	286.295
LT2	611.375	611.375	123.666	9.179	26.182	288.598
LT2	611.5	611.5	121.809	8.817	26.636	289.742
LT2	611.625	611.625	123.952	8.581	27.045	288.891
LT2	611.75	611.75	126.643	8.543	27.394	286.123
LT2	611.875	611.875	126.975	8.63	27.656	282.34
LT2	612	612	124.779	8.727	27.833	279.123
LT2	612.125	612.125	122.227	8.777	27.926	277.375
LT2	612.25	612.25	121.468	8.708	27.936	277.257
LT2	612.375	612.375	122.398	8.546	27.889	277.959
LT2	612.5	612.5	123.33	8.405	27.8	278.785
LT2	612.625	612.625	123.238	8.387	27.691	279.209
LT2	612.75	612.75	122.13	8.423	27.572	279.164
LT2	612.875	612.875	119.774	8.384	27.447	278.878
LT2	613	613	117.047	8.224	27.312	279.058
LT2	613.125	613.125	115.673	8.026	27.164	280.302
LT2	613.25	613.25	115.503	7.938	26.995	282.833
LT2	613.375	613.375	114.8	8.07	26.808	285.708
LT2	613.5	613.5	112.589	8.396	26.609	287.837
LT2	613.625	613.625	111.477	8.718	26.411	287.886
LT2	613.75	613.75	113.644	8.781	26.231	285.562
LT2	613.875	613.875	118.415	8.482	26.086	281.12
LT2	614	614	122.778	7.94	25.994	275.921
LT2	614.125	614.125	125.913	7.371	25.957	271.43
LT2	614.25	614.25	128.131	6.946	25.984	268.472
LT2	614.375	614.375	128.863	6.811	26.069	267.03
LT2	614.5	614.5	127.084	6.985	26.203	266.691
LT2	614.625	614.625	123.824	7.402	26.38	267.194
LT2	614.75	614.75	121.751	7.861	26.582	268.386
LT2	614.875	614.875	122.231	8.227	26.795	270.443
LT2	615	615	123.899	8.347	27.008	273.864
LT2	615.125	615.125	124.873	8.179	27.218	278.599
LT2	615.25	615.25	123.325	7.795	27.43	284.392
LT2	615.375	615.375	118.77	7.435	27.649	290.489
LT2	615.5	615.5	112.263	7.31	27.869	295.877
LT2	615.625	615.625	106.774	7.495	28.08	299.671
LT2	615.75	615.75	104.616	7.935	28.258	301.365
LT2	615.875	615.875	106.113	8.507	28.391	301.175
LT2	616	616	110.522	9.13	28.463	299.304
LT2	616.125	616.125	116.123	9.781	28.473	296.354
LT2	616.25	616.25	121.375	10.469	28.427	292.868
LT2	616.375	616.375	124.894	11.164	28.327	289.317
LT2	616.5	616.5	126.796	11.785	28.188	286.094
LT2	616.625	616.625	127.838	12.208	28.017	283.423
LT2	616.75	616.75	129.161	12.318	27.819	281.516
LT2	616.875	616.875	131.303	12.254	27.598	280.217
LT2	617	617	132.731	12.215	27.352	279.362
LT2	617.125	617.125	130.454	12.332	27.083	278.807
LT2	617.25	617.25	124.145	12.486	26.801	278.49
LT2	617.375	617.375	116.863	12.476	26.517	278.286
LT2	617.5	617.5	111.759	12.108	26.248	277.645
LT2	617.625	617.625	109.51	11.309	26.003	275.943
LT2	617.75	617.75	108.891	10.117	25.793	272.678
LT2	617.875	617.875	109.016	8.865	25.63	268.306
LT2	618	618	109.239	7.823	25.524	263.681
LT2	618.125	618.125	109.453	7.129	25.495	259.952
LT2	618.25	618.25	110.442	6.714	25.543	257.745
LT2	618.375	618.375	112.894	6.542	25.661	257.187
LT2	618.5	618.5	116.843	6.605	25.84	257.951
LT2	618.625	618.625	123.909	6.853	26.051	259.228
LT2	618.75	618.75	137.448	7.312	26.275	260.489
LT2	618.875	618.875	154.8	7.983	26.493	261.55
LT2	619	619	168.25	8.701	26.697	262.733
LT2	619.125	619.125	167.765	9.179	26.885	264.473
LT2	619.25	619.25	155.25	9.202	27.065	266.835
LT2	619.375	619.375	138.491	8.791	27.246	269.562
LT2	619.5	619.5	125.631	8.114	27.437	272.485
LT2	619.625	619.625	117.047	7.48	27.634	275.711
LT2	619.75	619.75	110.135	7.039	27.829	279.566
LT2	619.875	619.875	104.131	6.818	28.007	284.357
LT2	620	620	100.688	6.742	28.16	289.499
LT2	620.125	620.125	100.898	6.828	28.281	294.008
LT2	620.25	620.25	102.519	7.118	28.366	296.626
LT2	620.375	620.375	103.844	7.525	28.416	297.185
LT2	620.5	620.5	105.091	7.925	28.425	296.232
LT2	620.625	620.625	107.562	8.073	28.391	295.383
LT2	620.75	620.75	112.16	7.77	28.318	295.84
LT2	620.875	620.875	119.645	6.996	28.211	297.972
LT2	621	621	128.651	6.161	28.088	300.748
LT2	621.125	621.125	135.645	5.66	27.964	302.913
LT2	621.25	621.25	136.205	5.747	27.856	302.912
LT2	621.375	621.375	129.174	6.313	27.774	300.419
LT2	621.5	621.5	117.202	7.161	27.723	296.188
LT2	621.625	621.625	108.879	7.781	27.709	292.075
LT2	621.75	621.75	110.258	7.822	27.729	289.538
LT2	621.875	621.875	121.982	7.309	27.782	289.24
LT2	622	622	135.095	6.631	27.866	291.13
LT2	622.125	622.125	144.514	6.062	27.977	294.277
LT2	622.25	622.25	150.483	5.631	28.11	297.601
LT2	622.375	622.375	155.703	5.31	28.256	300.22
LT2	622.5	622.5	159.185	5.167	28.404	301.966
LT2	622.625	622.625	156.735	5.484	28.541	302.328
LT2	622.75	622.75	146.17	6.421	28.659	300.547
LT2	622.875	622.875	128.27	7.737	28.757	296.396
LT2	623	623	111.066	8.762	28.835	290.765
LT2	623.125	623.125	102.547	9.061	28.903	285.96
LT2	623.25	623.25	105.609	8.637	28.963	283.762
LT2	623.375	623.375	111.467	7.818	29.013	285.194
LT2	623.5	623.5	113.137	7.057	29.051	289.128
LT2	623.625	623.625	109.869	6.736	29.066	293.885
LT2	623.75	623.75	106.757	6.978	29.047	297.102
LT2	623.875	623.875	106.368	7.518	28.988	297.677
LT2	624	624	108.399	8.059	28.877	295.617
LT2	624.125	624.125	111.446	8.52	28.712	292.672
LT2	624.25	624.25	113.681	8.952	28.496	290.405
LT2	624.375	624.375	113.468	9.213	28.23	289.92
LT2	624.5	624.5	112.801	9.068	27.926	290.988
LT2	624.625	624.625	116.658	8.443	27.597	292.958
LT2	624.75	624.75	127.722	7.509	27.255	294.779
LT2	624.875	624.875	142.956	6.58	26.917	295.766
LT2	625	625	155.009	5.892	26.596	295.881
LT2	625.125	625.125	158.668	5.678	26.305	295.673
LT2	625.25	625.25	152.451	5.905	26.044	295.829
LT2	625.375	625.375	138.67	6.401	25.816	297.071
LT2	625.5	625.5	123.475	6.913	25.617	299.665
LT2	625.625	625.625	113.325	7.292	25.442	302.821
LT2	625.75	625.75	115.555	7.409	25.296	304.85
LT2	625.875	625.875	131.392	7.371	25.181	304.185
LT2	626	626	157.695	7.487	25.103	300.312
LT2	626.125	626.125	182.577	8.043	25.078	293.428
LT2	626.25	626.25	194.994	8.803	25.103	285.8
LT2	626.375	626.375	187.528	9.417	25.183	279.609
LT2	626.5	626.5	167.264	9.579	25.318	276.522
LT2	626.625	626.625	143.757	9.263	25.498	275.745
LT2	626.75	626.75	125.861	8.499	25.719	276.405
LT2	626.875	626.875	114.474	7.505	25.977	278.597
LT2	627	627	108.087	6.516	26.267	283.077
LT2	627.125	627.125	104.629	5.669	26.593	290.14
LT2	627.25	627.25	102.082	5.042	26.96	298.035
LT2	627.375	627.375	99.439	4.695	27.372	304.723
LT2	627.5	627.5	96.347	4.75	27.84	308.208
LT2	627.625	627.625	92.966	5.128	28.367	308.372
LT2	627.75	627.75	90.333	5.635	28.955	306.471
LT2	627.875	627.875	90.434	6.003	29.61	305.207
LT2	628	628	94.212	6.178	30.32	306.031
LT2	628.125	628.125	100.479	6.28	31.078	308.055
LT2	628.25	628.25	105.916	6.474	31.874	308.723
LT2	628.375	628.375	108.765	6.771	32.692	307.078
LT2	628.5	628.5	109.066	7.092	33.522	303.733
LT2	628.625	628.625	108.064	7.315	34.36	300.485
LT2	628.75	628.75	106.21	7.45	35.202	298.413
LT2	628.875	628.875	106.027	7.7	36.055	297.444
LT2	629	629	112.885	8.367	36.924	295.568
LT2	629.125	629.125	132.501	9.523	37.813	290.815
LT2	629.25	629.25	159.482	10.959	38.726	282.064
LT2	629.375	629.375	179.947	12.135	39.652	271.699
LT2	629.5	629.5	179.357	12.602	40.58	262.646
LT2	629.625	629.625	161.335	12.051	41.489	258.164
LT2	629.75	629.75	138.414	10.82	42.364	258.618
LT2	629.875	629.875	123.237	9.415	43.188	263.095
LT2	630	630	116.172	8.428	43.952	268.93
LT2	630.125	630.125	112.286	7.985	44.656	273.878
LT2	630.25	630.25	106.323	7.972	45.298	276.853
LT2	630.375	630.375	98.47	8.173	45.888	278.076
LT2	630.5	630.5	91.208	8.528	46.436	278.007
LT2	630.625	630.625	86.323	8.979	46.948	276.779
LT2	630.75	630.75	83.282	9.299	47.437	275.075
LT2	630.875	630.875	81.032	9.278	47.908	274.094
LT2	631	631	80.5	8.774	48.366	276.061
LT2	631.125	631.125	82.735	7.971	48.815	281.902
LT2	631.25	631.25	86.239	7.091	49.252	291.418
LT2	631.375	631.375	87.929	6.424	49.668	302.252
LT2	631.5	631.5	87.443	6.142	50.057	310.934
LT2	631.625	631.625	86.274	6.34	50.409	314.358
LT2	631.75	631.75	85.196	6.837	50.721	311.712
LT2	631.875	631.875	83.712	7.344	50.998	305.437
LT2	632	632	82.271	7.645	51.24	298.829
LT2	632.125	632.125	82.218	7.69	51.453	294.652
LT2	632.25	632.25	84.432	7.508	51.639	293.649
LT2	632.375	632.375	88.038	7.143	51.792	295.886
LT2	632.5	632.5	91.222	6.754	51.911	299.768
LT2	632.625	632.625	92.889	6.439	51.991	303.877
LT2	632.75	632.75	94.037	6.22	52.017	306.825
LT2	632.875	632.875	95.141	6.169	51.988	307.878
LT2	633	633	94.507	6.495	51.892	305.787
LT2	633.125	633.125	90.834	7.344	51.719	299.183
LT2	633.25	633.25	85.424	8.515	51.473	289.174
LT2	633.375	633.375	81.457	9.659	51.15	278.594
LT2	633.5	633.5	80.075	10.297	50.758	271.55
LT2	633.625	633.625	81.367	10.158	50.307	270.274
LT2	633.75	633.75	84.984	9.226	49.804	275.992
LT2	633.875	633.875	89.457	8.072	49.264	285.871
LT2	634	634	92.527	7.188	48.698	296.109
LT2	634.125	634.125	92.668	6.872	48.111	302.268
LT2	634.25	634.25	90.6	6.963	47.512	303.435
LT2	634.375	634.375	87.909	7.342	46.903	300.296
LT2	634.5	634.5	85.71	7.909	46.287	294.426
LT2	634.625	634.625	83.944	8.573	45.667	287.639
LT2	634.75	634.75	82.246	9.295	45.045	281.327
LT2	634.875	634.875	80.861	10.02	44.43	276.629
LT2	635	635	80.693	10.647	43.828	273.57
LT2	635.125	635.125	82.348	11.012	43.253	271.828
LT2	635.25	635.25	84.783	11.078	42.719	270.748
LT2	635.375	635.375	86.762	11.002	42.239	269.689
LT2	635.5	635.5	87.596	10.997	41.832	267.576
LT2	635.625	635.625	86.816	11.088	41.495	263.755
LT2	635.75	635.75	84.033	11.193	41.224	258.359
LT2	635.875	635.875	80.464	11.267	41.013	252.258
LT2	636	636	77.714	11.331	40.844	246.609
LT2	636.125	636.125	77.201	11.413	40.709	242.259
LT2	636.25	636.25	77.712	11.633	40.602	239.77
LT2	636.375	636.375	77.49	12.074	40.521	238.798
LT2	636.5	636.5	75.743	12.673	40.468	238.769
LT2	636.625	636.625	73.923	13.155	40.449	238.96
LT2	636.75	636.75	74.218	13.38	40.467	239.174
LT2	636.875	636.875	77.538	13.379	40.539	239.613
LT2	637	637	82.961	13.457	40.67	240.547
LT2	637.125	637.125	90.445	13.946	40.862	242.032
LT2	637.25	637.25	100.634	15.015	41.123	243.833
LT2	637.375	637.375	113.019	16.049	41.44	245.393
LT2	637.5	637.5	124.397	16.294	41.803	246.331
LT2	637.625	637.625	130.324	15.308	42.199	246.458
LT2	637.75	637.75	129.08	13.68	42.611	245.902
LT2	637.875	637.875	121.893	12.093	43.024	244.701
LT2	638	638	113.665	11.101	43.431	243.062
LT2	638.125	638.125	106.96	10.766	43.826	241.424
LT2	638.25	638.25	102.928	10.944	44.209	240.398
LT2	638.375	638.375	101.803	11.213	44.582	240.598
LT2	638.5	638.5	103.81	11.338	44.944	242.297
LT2	638.625	638.625	108.388	11.293	45.291	245.561
LT2	638.75	638.75	113.87	11.16	45.616	249.633
LT2	638.875	638.875	117.951	10.909	45.912	253.822
LT2	639	639	119.756	10.485	46.165	257.411
LT2	639.125	639.125	120.478	9.994	46.369	260.129
LT2	639.25	639.25	122.108	9.561	46.508	261.914
LT2	639.375	639.375	124.393	9.309	46.566	262.819
LT2	639.5	639.5	126.296	9.278	46.542	262.879
LT2	639.625	639.625	128.785	9.469	46.43	261.914
LT2	639.75	639.75	135.661	9.729	46.235	260.098
LT2	639.875	639.875	149.887	9.866	45.972	257.998
LT2	640	640	170.005	9.791	45.645	256.346
LT2	640.125	640.125	191.888	9.648	45.267	255.731
LT2	640.25	640.25	213.044	9.568	44.847	256.36
LT2	640.375	640.375	230.926	9.633	44.387	258.326
LT2	640.5	640.5	241.549	9.809	43.898	261.25
LT2	640.625	640.625	238.078	10.02	43.386	264.972
LT2	640.75	640.75	221.937	10.172	42.86	269.092
LT2	640.875	640.875	199.707	10.215	42.335	272.702
LT2	641	641	179.804	10.144	41.824	274.925
LT2	641.125	641.125	164.912	10.007	41.341	275.623
LT2	641.25	641.25	153.094	9.88	40.891	275.649
LT2	641.375	641.375	141.047	9.863	40.48	275.903
LT2	641.5	641.5	129.179	9.992	40.111	276.939
LT2	641.625	641.625	120.288	10.173	39.788	278.55
LT2	641.75	641.75	116.047	10.261	39.523	279.554
LT2	641.875	641.875	115.453	10.149	39.319	278.288
LT2	642	642	117.53	9.839	39.178	274.176
LT2	642.125	642.125	121.207	9.456	39.102	268.163
LT2	642.25	642.25	125.064	9.16	39.078	262.493
LT2	642.375	642.375	127.337	8.96	39.102	258.43
LT2	642.5	642.5	127.314	8.752	39.175	256.373
LT2	642.625	642.625	125.332	8.486	39.29	255.68
LT2	642.75	642.75	122.278	8.213	39.451	255.719
LT2	642.875	642.875	119.309	8.078	39.653	256.014
LT2	643	643	117.663	8.183	39.885	256.856
LT2	643.125	643.125	118.481	8.595	40.138	258.989
LT2	643.25	643.25	120.494	9.32	40.391	262.17
LT2	643.375	643.375	121.346	10.38	40.631	265.148
LT2	643.5	643.5	120.694	11.771	40.838	266.214
LT2	643.625	643.625	120.842	13.263	41.012	265.214
LT2	643.75	643.75	123.964	14.6	41.151	262.838
LT2	643.875	643.875	129.04	15.45	41.257	260.203
LT2	644	644	133.696	15.69	41.336	258.158
LT2	644.125	644.125	135.908	15.328	41.388	257.095
LT2	644.25	644.25	136.15	14.644	41.41	256.813
LT2	644.375	644.375	135.661	13.953	41.405	256.65
LT2	644.5	644.5	135.433	13.42	41.373	256.129
LT2	644.625	644.625	133.726	13.073	41.316	255.194
LT2	644.75	644.75	128.321	12.864	41.234	253.85
LT2	644.875	644.875	120.123	12.731	41.121	251.801
LT2	645	645	112.624	12.542	40.977	249.029
LT2	645.125	645.125	108.275	12.203	40.8	245.919
LT2	645.25	645.25	106.424	11.636	40.589	243.223
LT2	645.375	645.375	105.939	10.927	40.35	241.425
LT2	645.5	645.5	108.641	10.206	40.088	240.696
LT2	645.625	645.625	117.568	9.57	39.806	241.01
LT2	645.75	645.75	134.283	9.009	39.511	242.259
LT2	645.875	645.875	155.446	8.52	39.205	244.895
